Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
3YUUTUYPPQ,2024-09-27 12:55:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR INDIA LIMITED,9CWXNAUY3R,AIC961,VTANP,VIDP,DEL,HKJK,NBO,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-27 @ 12:55 UTC,2024-09-27 @ 14:12 UTC,01:17:00,4b6c7d16-7075-477c-bf83-6ebf50c9abeb,149c7bdd-8940-4acd-b258-2cf1e52977bb,62,62,4620,22800,5700.55,201,201,false,2024-09-27 08:39:00 UTC,2024-09-27 14:59:00 UTC,2024-09-27 08:20:00 UTC,2024-09-27 15:35:00 UTC
A3E3724TKP,2024-09-04 00:38:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1375,A7BCL,OTHH,DOH,FQMA,MPM,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-04 @ 00:38 UTC,2024-09-04 @ 02:31 UTC,01:53:00,feee9c98-31ef-47a3-b9f8-ed9852555848,2ae0d43c-de00-40d3-894d-be89d8408953,73,73,6780,27960,6556.62,270,270,false,2024-09-03 22:28:00 UTC,2024-09-04 06:14:00 UTC,2024-09-03 22:05:00 UTC,2024-09-04 06:05:00 UTC
2X3KZJP7YE,2024-09-04 02:13:00 UTC,,,,345.00,USD,345.00,USD,Somalia,RWANDAIR LTD.,N4A7KUJN39,RWD9314,9XRWW,HKJK,NBO,OMSJ,SHJ,BOEING,BOEING 737-800,B738,70530.0,2024-09-04 @ 02:13 UTC,2024-09-04 @ 02:36 UTC,00:23:00,c1cb0a99-3496-4105-88ea-82eac547a0a2,7bf0012e-4017-48ec-aafd-cd8457c9ca1a,26,26,1380,21396,4733.37,161,162,false,2024-09-03 23:18:23 UTC,2024-09-04 05:15:00 UTC,,
92L4ZKVZPP,2024-09-27 11:42:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETIHAD AIRWAYS,79JEJE3VVK,ETD748,A6BLX,FAOR,JNB,OMAA,AUH,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-09-27 @ 11:42 UTC,2024-09-27 @ 13:44 UTC,02:02:00,d8801235-2260-4d35-8a26-ca33aafbd199,543bddad-2d7c-4b90-b9e3-1457765b4cf1,115,115,7320,26520,6612.28,281,281,false,2024-09-27 08:20:00 UTC,2024-09-27 15:42:00 UTC,2024-09-27 07:55:00 UTC,2024-09-27 15:50:00 UTC
EHPZKPPPWX,2024-09-27 14:31:00 UTC,,,,365.00,USD,365.00,USD,Somalia,NEW WAY CARGO AIRLINES,L2HNNUDUXW,NWY9101,EX76019,HCMF,BSA,,,ILYUSHIN,ILYUSHIN Il-76,IL76,170000.0,2024-09-27 @ 14:31 UTC,2024-09-27 @ 14:50 UTC,00:19:00,0a83c469-f36c-4ebf-9555-aa75b111f219,18f61b30-10a2-43f7-94dd-758a285bd5a7,21,21,1140,1560,234.84,26,26,false,2024-09-27 14:31:00 UTC,2024-09-27 14:57:00 UTC,,
L9ZZ7WPTDC,2024-09-04 03:55:00 UTC,,,,395.00,USD,395.00,USD,Somalia,BRITISH AIRWAYS,FARTC4XRVN,BAW2065,GYMMB,EGKK,LGW,FIMP,MRU,BOEING,BOEING 777-200,B772,247210.0,2024-09-04 @ 03:55 UTC,2024-09-04 @ 04:38 UTC,00:43:00,9ce2e82a-a8d5-46de-ac2c-73100d78d367,85d44496-2352-4b6f-9810-7891fc99948d,43,43,2580,41520,9992.82,310,310,false,2024-09-03 20:13:00 UTC,2024-09-04 07:45:00 UTC,2024-09-03 20:00:00 UTC,2024-09-04 08:20:00 UTC
C4FL4KNQ7M,2024-09-03 21:24:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH672,ETAOU,HAAB,ADD,RKSI,ICN,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-03 @ 21:24 UTC,2024-09-03 @ 21:24 UTC,00:00:00,a73fe968-8f86-4224-9f83-0f6e9b44514d,3dbefbd0-4145-40d0-919a-dddb1e4c94d6,4,4,0,38280,9877.65,442,442,false,2024-09-03 20:23:00 UTC,2024-09-04 07:01:00 UTC,2024-09-03 19:35:00 UTC,2024-09-04 07:00:00 UTC
APZTJE7ZKF,2024-09-04 01:47:00 UTC,,,,275.00,USD,275.00,USD,Somalia,Trans Africa Aviation & Logistics Group Ltd,AV3FCKLQAL,,5YDRG,HKJK,NBO,HKJK,NBO,DE HAVILLAND CANADA,DE HAVILLAND CANADA DHC-8-400 Dash 8 (400),DH8D,28998.0,2024-09-04 @ 01:47 UTC,2024-09-04 @ 06:32 UTC,04:45:00,e955316b-2b30-408f-a8d4-0543aa1e38e0,c8279287-ece7-4523-8b31-af627d3de211,96,96,17100,27900,3302.08,228,228,false,2024-09-04 00:35:00 UTC,2024-09-04 08:20:00 UTC,,
9MLULH9YLD,2024-09-04 02:04:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU976,FOLRC,LFPG,CDG,FMCZ,DZA,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-04 @ 02:04 UTC,2024-09-04 @ 02:48 UTC,00:44:00,760d3464-823c-4c21-aa30-6bfb1908c988,7706b093-b94a-4587-83a9-6445d30bbef7,43,43,2640,34260,8355.45,234,235,false,2024-09-03 18:54:00 UTC,2024-09-04 04:25:00 UTC,2024-09-03 18:25:00 UTC,2024-09-04 04:25:00 UTC
KLCMDNYPKZ,2024-09-04 06:51:00 UTC,,,,40.00,USD,40.00,USD,Somalia,"DEPARTMENT OF THE ARMY, PRIORITY AIR TRANSPORT  (DAVISON AVIATION COMMAND) (FORT BELVOIR, VA)",UT9FC79UTN,PAT72,9400259,,,HCMK,KMU,FAIRCHILD SWEARINGEN,FAIRCHILD SWEARINGEN Merlin 23,SW4,7257.0,2024-09-04 @ 06:51 UTC,2024-09-04 @ 07:55 UTC,01:04:00,49041b5b-45cf-4422-9fff-a2837b482f3c,78705cfb-b7b3-4f47-8117-dc0f87ad1379,66,66,3840,4560,567.75,76,76,false,2024-09-04 06:40:00 UTC,2024-09-04 07:56:00 UTC,,
KMEL97LMWX,2024-09-04 07:27:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH376,ETAPL,HAAB,ADD,HCMM,MGQ,BOEING,BOEING 737-800,B738,70530.0,2024-09-04 @ 07:27 UTC,2024-09-04 @ 08:11 UTC,00:44:00,b66fc290-8c84-4fe3-83e5-14d3b784d500,06e39d7b-f558-4ef2-869c-e1f5dd4631c6,46,46,2640,5880,1164.91,67,67,false,2024-09-04 06:34:00 UTC,2024-09-04 08:12:00 UTC,2024-09-04 05:55:00 UTC,2024-09-04 08:05:00 UTC
X9224HKJ4K,2024-09-04 01:33:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH605,ETAVD,ZBAA,PEK,HAAB,ADD,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-04 @ 01:33 UTC,2024-09-04 @ 01:33 UTC,00:00:00,7792ed55-333f-458b-b3f2-321d58f46fba,cb6424b4-1185-4254-a3b5-d7999926d8c5,4,4,0,37740,9106.1,278,279,false,2024-09-03 16:10:00 UTC,2024-09-04 02:39:00 UTC,2024-09-03 16:10:00 UTC,2024-09-04 03:40:00 UTC
WUU29W4HQF,2024-09-03 22:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EL AL - ISRAEL AIRLINES LTD.,VVYM9N3KFU,ELY087,4XEDB,LLBG,TLV,VTSP,HKT,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-09-03 @ 22:57 UTC,2024-09-04 @ 00:01 UTC,01:04:00,b0be17ad-0a5e-46b0-8116-af7d6a3b27fd,427ea1ac-feb8-4a82-b6d5-88c46a8fce09,26,26,3840,39480,8855.85,238,239,false,2024-09-03 18:35:00 UTC,2024-09-04 05:33:00 UTC,2024-09-03 18:35:00 UTC,2024-09-04 05:35:00 UTC
C4DQC9L3N9,2024-09-04 05:34:00 UTC,,,,245.00,USD,245.00,USD,Somalia,International Committee of the Red Cross (South Sudan) ICRC,W3TERWYVH7,7QSTA,7QSTA,HCMM,MGQ,,,DE HAVILLAND CANADA,DE HAVILLAND CANADA CC-115 Buffalo,DHC5,22316.744604,2024-09-04 @ 05:34 UTC,2024-09-04 @ 06:00 UTC,00:26:00,8eff8f92-3cf9-435b-9202-67ef9cc89ac7,a810d949-9316-424a-9f29-ac8f9fe3a333,12,13,1560,2120,202.63,12,13,false,2024-09-04 05:25:39 UTC,2024-09-04 06:01:00 UTC,,
7YU3NWYHKD,2024-09-18 05:12:00 UTC,,,,245.00,USD,245.00,USD,Somalia,MOONJET FLIGHT SUPPORT,9LQPD2PFCP,DCU184,T7TJ184,OOMS,MCT,,,HAWKER BEECHCRAFT,HAWKER BEECHCRAFT 4000 Hawker 4000,HA4T,17009.713875,2024-09-18 @ 05:12 UTC,2024-09-18 @ 07:23 UTC,02:11:00,6f70dddd-3a8e-4314-b9c1-f2c31ac29dd7,15fd2177-9796-4dca-80fb-ac4bffaad61c,133,133,7860,29160,5382.53,275,275,false,2024-09-18 03:17:00 UTC,2024-09-18 11:23:00 UTC,,
2YWKZKDWN4,2024-09-04 04:25:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH613,ETASL,OMDB,DXB,HAAB,ADD,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-04 @ 04:25 UTC,2024-09-04 @ 04:25 UTC,00:00:00,cdc01415-9f40-44b1-98ed-f5cf643d23b8,e2fdead1-ce81-4899-b38c-1a1f46dcd8d9,4,4,0,12240,2963.29,99,99,false,2024-09-04 02:03:00 UTC,2024-09-04 05:27:00 UTC,2024-09-04 01:40:00 UTC,2024-09-04 06:00:00 UTC
YPLD7PPFMK,2024-09-04 05:10:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB662,A6FEG,HCMH,HGA,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-09-04 @ 05:10 UTC,2024-09-04 @ 05:37 UTC,00:27:00,b5f4550f-081a-4c35-b1fb-d6bb87b7ab08,72fcd680-ff48-467e-b51f-4e72be9e0efb,29,30,1620,12720,2533.53,133,134,false,2024-09-04 04:45:00 UTC,2024-09-04 08:17:00 UTC,2024-09-04 04:45:00 UTC,2024-09-04 08:30:00 UTC
P4ENMYLXAX,2024-09-04 04:08:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1686,A6FMY,HTZA,ZNZ,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-04 @ 04:08 UTC,2024-09-04 @ 06:17 UTC,02:09:00,783f8f90-a8dd-43c9-8173-d86f8865bc29,5f4bea3e-a189-4974-b0f2-6e667da91851,124,124,7740,19380,4247.73,236,236,false,2024-09-04 03:22:00 UTC,2024-09-04 08:45:00 UTC,2024-09-04 03:15:00 UTC,2024-09-04 09:00:00 UTC
7YHJA7V242,2024-09-04 03:31:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH601,ETAPY,OMDB,DXB,HAAB,ADD,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-04 @ 03:31 UTC,2024-09-04 @ 03:31 UTC,00:00:00,26a9bccf-096a-4262-974e-f313673d2add,71593e8e-eef5-44f2-817a-839d074e938e,4,4,0,12300,2993.99,102,102,false,2024-09-04 01:07:00 UTC,2024-09-04 04:32:00 UTC,2024-09-04 00:25:00 UTC,2024-09-04 04:40:00 UTC
TEY4YNKMEQ,2024-09-19 09:13:00 UTC,,,,245.00,USD,245.00,USD,Somalia,MOONJET FLIGHT SUPPORT,9LQPD2PFCP,DCU184,T7TJ184,,,OMDW,DWC,HAWKER BEECHCRAFT,HAWKER BEECHCRAFT 4000 Hawker 4000,HA4T,17009.713875,2024-09-19 @ 09:13 UTC,2024-09-19 @ 10:10 UTC,00:57:00,5fa4a9cc-b0fd-4ecc-9086-f1ea33d6f510,87e90247-d6fa-41c6-b4e7-45c6c781e20b,54,54,3420,18180,4131.96,161,161,false,2024-09-19 07:10:00 UTC,2024-09-19 12:13:00 UTC,,
7NUDPXFLTP,2024-09-04 05:56:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3857,ETARJ,ZGGG,CAN,HAAB,ADD,BOEING,BOEING 777-200,B772,247210.0,2024-09-04 @ 05:56 UTC,2024-09-04 @ 05:56 UTC,00:00:00,f4ab457d-b1ea-42e3-b97f-db6e06ee2c9b,ee1c49ee-c2c9-43dd-ae08-38127636624f,4,4,0,32820,8421.88,348,348,false,2024-09-03 21:49:00 UTC,2024-09-04 06:56:00 UTC,2024-09-03 22:30:00 UTC,2024-09-04 09:10:00 UTC
HQVP42P3NW,2024-09-04 01:32:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EL AL - ISRAEL AIRLINES LTD.,VVYM9N3KFU,ELY081,4XECE,LLBG,TLV,VTBS,BKK,BOEING,BOEING 777-200,B772,247210.0,2024-09-04 @ 01:32 UTC,2024-09-04 @ 02:35 UTC,01:03:00,dca6c2ad-609e-4943-b696-77c4347909fd,349ac205-5085-4b49-bd43-aad4656ee4c2,28,28,3780,39900,9063.96,258,258,false,2024-09-03 21:17:00 UTC,2024-09-04 08:22:00 UTC,2024-09-03 20:55:00 UTC,2024-09-04 08:10:00 UTC
4CN49AVQJA,2024-09-03 10:42:00 UTC,,,,275.00,USD,275.00,USD,Somalia,SALAAM AIR EXPRESS,PFWJM9LVPT,5YMMB,5YMMB,HCMM,MGQ,HKJK,NBO,FOKKER,FOKKER 70,F70,36740.0,2024-09-03 @ 10:42 UTC,2024-09-03 @ 11:32 UTC,00:50:00,26b9162a-431b-4cc1-ade7-63f4a4a8e9d1,8cb80cb3-267d-43e2-9929-54df67004c0f,51,51,3000,5700,1046.0,95,95,false,2024-09-03 10:42:00 UTC,2024-09-03 12:17:00 UTC,,
9KJ7AWHMHN,2024-09-03 23:31:00 UTC,,,,395.00,USD,395.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA886,5YKZH,HKJK,NBO,VTBS,BKK,BOEING,BOEING 787-8 BBJ,B788,228000.0,2024-09-03 @ 23:31 UTC,2024-09-04 @ 03:42 UTC,04:11:00,83a0f63c-99b1-4930-b0d9-95d907cc54fa,8dd81f48-5885-4f80-bc5e-379109d95989,61,61,15060,33000,7731.11,302,302,false,2024-09-03 22:52:00 UTC,2024-09-04 08:02:00 UTC,2024-09-03 20:59:00 UTC,2024-09-04 06:30:00 UTC
9V4V2KQCZP,2024-09-04 04:16:00 UTC,,,,365.00,USD,365.00,USD,Somalia,NEW WAY CARGO AIRLINES,L2HNNUDUXW,NWY7001,EX76019,,,HCMF,BSA,ILYUSHIN,ILYUSHIN Il-76,IL76,170000.0,2024-09-04 @ 04:16 UTC,2024-09-04 @ 04:52 UTC,00:36:00,42ef6be5-64dd-4afa-a288-333d323b1744,fa150d7c-c41e-4faa-8ed9-e65ec9f3a6a7,36,36,2160,2160,337.33,36,36,false,2024-09-04 04:16:00 UTC,2024-09-04 04:52:00 UTC,,
HUPZX2XQ4K,2024-09-04 07:19:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE706,A6ENN,FSIA,SEZ,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-04 @ 07:19 UTC,2024-09-04 @ 07:19 UTC,00:00:00,eb26d09f-fbf4-4601-8da1-5907640b57a9,8cb20b2f-fbb3-43d6-b666-e256bf97d28e,2,2,0,15420,3514.08,92,92,false,2024-09-04 05:02:00 UTC,2024-09-04 09:19:00 UTC,2024-09-04 04:15:00 UTC,2024-09-04 08:45:00 UTC
YWNPMVPYAX,2024-09-27 07:51:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE85H,A6EPJ,OMDB,DXB,FACT,CPT,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-27 @ 07:51 UTC,2024-09-27 @ 09:49 UTC,01:58:00,c8289c06-5878-4dc0-bac6-ef6a049865c2,c79c8ec0-3247-4a83-8bce-dba5f874c2ad,113,113,7080,32700,7889.92,369,369,false,2024-09-27 06:01:00 UTC,2024-09-27 15:06:00 UTC,,
4VCUAC493P,2024-09-04 07:21:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE99T,A6EGN,OMDB,DXB,FSIA,SEZ,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-04 @ 07:21 UTC,2024-09-04 @ 07:25 UTC,00:04:00,ec048193-5921-44df-861f-98f4d1ebb373,ef5be5a2-c85d-489f-bfc3-a0d727ab235b,3,3,240,14520,3382.07,92,92,false,2024-09-04 05:37:00 UTC,2024-09-04 09:39:00 UTC,2024-09-04 04:55:00 UTC,2024-09-04 09:35:00 UTC
HDHD9PXKCX,2024-09-04 08:11:00 UTC,,,,275.00,USD,275.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA362,5YFFC,HKJK,NBO,HCMM,MGQ,EMBRAER,EMBRAER ERJ-190-100,E190,45995.0,2024-09-04 @ 08:11 UTC,2024-09-04 @ 08:56 UTC,00:45:00,5e8d9d46-27a3-4f42-8a2c-921c717f3d55,8272aa82-6264-4cea-bce7-9a3d42da1792,47,47,2700,5160,1010.01,81,81,false,2024-09-04 07:31:00 UTC,2024-09-04 08:57:00 UTC,2024-09-04 07:30:00 UTC,2024-09-04 09:15:00 UTC
VJEFE79UQN,2024-09-27 07:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE247,A6EWD,OMDB,DXB,SBGL,GIG,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-27 @ 07:16 UTC,2024-09-27 @ 07:37 UTC,00:21:00,942fd081-41da-4662-bc6e-038badf62c36,df14a351-cb53-498b-b4c1-7577b8f85a02,23,23,1260,49380,12640.77,131,132,false,2024-09-27 05:12:00 UTC,2024-09-27 18:55:00 UTC,2024-09-27 04:05:00 UTC,2024-09-27 18:55:00 UTC
FMWVWNUZ29,2024-09-26 23:20:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH604,ETAUB,HAAB,ADD,ZBAA,PEK,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-26 @ 23:20 UTC,2024-09-26 @ 23:20 UTC,00:00:00,2320d052-ced4-4b56-867d-0712f522676a,37c6195c-4d8e-4479-8317-012664091d7d,2,2,0,34800,8895.04,329,329,false,2024-09-26 22:24:00 UTC,2024-09-27 08:04:00 UTC,2024-09-26 22:15:00 UTC,2024-09-27 09:20:00 UTC
U2CJYJ7D3W,2024-09-04 00:06:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH604,ETATQ,HAAB,ADD,ZBAA,PEK,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-04 @ 00:06 UTC,2024-09-04 @ 00:06 UTC,00:00:00,5f0b3608-b8d4-4fb9-9a52-28eae8d1042e,34c681ed-14cc-4ef8-8d41-7e254d7cafe1,4,4,0,35580,8958.05,391,391,false,2024-09-03 22:58:00 UTC,2024-09-04 08:51:00 UTC,2024-09-03 22:15:00 UTC,2024-09-04 09:20:00 UTC
J9LCPHMEUZ,2024-09-04 04:56:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB619,A6FMR,OMDB,DXB,HUEN,EBB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-04 @ 04:56 UTC,2024-09-04 @ 05:22 UTC,00:26:00,a81d8461-1a77-412a-823b-4439d92b9fd1,0a975c92-489f-4498-a13b-5045e129134d,28,28,1560,17460,4070.93,136,136,false,2024-09-04 02:44:00 UTC,2024-09-04 07:35:00 UTC,2024-09-04 01:50:00 UTC,2024-09-04 07:30:00 UTC
JUJPVKHPTV,2024-09-01 14:30:00 UTC,,,,245.00,USD,245.00,USD,Somalia,Avcon Jet AG,MNR3NAFTRV,AOJ700,OEIAA,,,OMDW,DWC,BOMBARDIER,BOMBARDIER 650 Challenger Challenger 650,CL60,19550.0,2024-09-01 @ 14:30 UTC,2024-09-01 @ 17:31 UTC,03:01:00,674df70c-9a6c-4034-86dc-7bf3ef150591,a14fe7c0-1591-464b-91e8-51df5d84025f,2,2,10860,19800,4209.27,91,91,false,2024-09-01 12:48:00 UTC,2024-09-01 18:18:00 UTC,,
3APH3U4N7J,2024-09-27 02:19:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR642,FGSQT,LFPO,ORY,FMEE,RUN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-27 @ 02:19 UTC,2024-09-27 @ 03:00 UTC,00:41:00,a5c20ec0-a3c6-446d-8118-fafcfa27476c,cffe1172-9fd5-4902-a173-4c175072f67d,43,43,2460,38400,9578.5,285,285,false,2024-09-26 19:15:00 UTC,2024-09-27 05:55:00 UTC,2024-09-26 19:00:00 UTC,2024-09-27 06:00:00 UTC
HTJ2C9T3NV,2024-09-27 11:25:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ALPHA SKY,MYDFHFNPH7,JAG1312,P4JAG,,,OMDW,DWC,BOEING,BOEING 737-400,B734,62820.0,2024-09-27 @ 11:25 UTC,2024-09-27 @ 11:54 UTC,00:29:00,851b1461-0d8f-49d7-b3d3-1198c1e71fc2,f853e29b-910c-44d1-8389-f702355c1054,31,31,1740,10620,2195.1,123,123,false,2024-09-27 11:25:00 UTC,2024-09-27 14:22:00 UTC,,
VE9KJPLPXW,2024-09-27 04:08:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU976,FOLRC,LFPG,CDG,FMCZ,DZA,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-27 @ 04:08 UTC,2024-09-27 @ 04:54 UTC,00:46:00,e2d83038-c571-4388-8bec-36fe9f386b4a,b0d5bcc0-fedf-41f3-bff4-d17e4473bde3,48,48,2760,34260,8357.93,261,262,false,2024-09-26 20:54:00 UTC,2024-09-27 06:25:00 UTC,2024-09-26 20:25:00 UTC,2024-09-27 06:25:00 UTC
NZHMAWENVV,2024-09-04 00:30:00 UTC,,,,345.00,USD,345.00,USD,Somalia,RWANDAIR LTD.,N4A7KUJN39,,9XRWQ,OMDB,DXB,,,BOEING,BOEING 737-800,B738,70530.0,2024-09-04 @ 00:30 UTC,2024-09-04 @ 00:51 UTC,00:21:00,59d6f715-239b-4fcf-ace0-12baec3d932b,4f23239c-0db2-4d58-b0fb-6853d108bd8f,22,22,1260,17760,4124.32,153,153,false,2024-09-03 22:18:00 UTC,2024-09-04 03:14:00 UTC,,
9JH2Y9MJN4,2024-09-04 07:41:00 UTC,,,,275.00,USD,275.00,USD,Somalia,PREMIER AIRLINES,PD9QYZYP22,5YSKE,5YSKE,HKJK,NBO,HCMM,MGQ,FOKKER,FOKKER 100,F100,43390.0,2024-09-04 @ 07:41 UTC,2024-09-04 @ 08:27 UTC,00:46:00,19f91c0c-f398-47f9-b985-3ff2b7299f31,18dc134f-796b-408c-ac9c-2dcb767370a9,48,48,2760,5580,1016.33,90,90,false,2024-09-04 06:57:00 UTC,2024-09-04 08:30:00 UTC,,
CUY94VUNZW,2024-09-04 06:20:00 UTC,,,,40.00,USD,40.00,USD,Somalia,Safarilink Aviation Ltd,MFKJ44JT7K,5YCKY,5YSLE,HCMM,MGQ,HC01,,CESSNA,CESSNA 208B Grand Caravan,C208,3629.0,2024-09-04 @ 06:20 UTC,2024-09-04 @ 06:45 UTC,00:25:00,4eb36bf7-485d-4b50-82a2-26c2510c8cd7,1fe0ecba-1713-461b-bc1e-78656233e11b,26,26,1500,1500,144.57,26,26,false,2024-09-04 06:20:00 UTC,2024-09-04 06:45:00 UTC,,
JAQKN2CCPL,2024-09-27 08:24:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE88N,A6ENT,OMDB,DXB,,,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-27 @ 08:24 UTC,2024-09-27 @ 10:23 UTC,01:59:00,68ea555f-4708-41af-afdc-741c098f6f8a,ec8c2320-b368-4c4e-94c3-a336ab332c3c,116,116,7140,34005,6400.62,232,233,false,2024-09-27 06:26:00 UTC,2024-09-27 15:52:45 UTC,,
A7QJEF2DM7,2024-09-27 03:05:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU974,FOLRD,LFPG,CDG,FMEE,RUN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-27 @ 03:05 UTC,2024-09-27 @ 03:46 UTC,00:41:00,9b3fe8a9-cd77-40b3-bb51-825b19783d1a,56f5dfdd-7b27-4b03-96bf-6f5fc945aff2,43,43,2460,38220,9529.94,274,274,false,2024-09-26 19:59:00 UTC,2024-09-27 06:36:00 UTC,2024-09-26 17:00:00 UTC,2024-09-27 04:10:00 UTC
DUPH9W7PZN,2024-09-27 04:19:00 UTC,,,,395.00,USD,395.00,USD,Somalia,BRITISH AIRWAYS,FARTC4XRVN,BAW2065,GYMMD,EGKK,LGW,FIMP,MRU,BOEING,BOEING 777-200,B772,247210.0,2024-09-27 @ 04:19 UTC,2024-09-27 @ 05:04 UTC,00:45:00,e8f26193-6929-4bb3-9e2c-04ded9e15680,b9d92cfa-4d21-472b-8830-7d61ff97902e,46,46,2700,41460,10090.51,323,323,false,2024-09-26 20:35:00 UTC,2024-09-27 08:06:00 UTC,2024-09-26 20:00:00 UTC,2024-09-27 08:20:00 UTC
QNP72UWDXY,2024-09-27 08:40:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE7X,A6EVA,OMDB,DXB,FIMP,MRU,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-27 @ 08:40 UTC,2024-09-27 @ 08:40 UTC,00:00:00,1820e209-3acf-470f-9500-d095bfd6765e,cb229848-e0aa-4452-bbcd-9cd41ca9e6f0,2,2,0,21900,5193.7,132,132,false,2024-09-27 07:02:00 UTC,2024-09-27 13:07:00 UTC,,
